GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022401207,1610612758,SAC,Sacramento,201942,DeMar DeRozan,DeMar,F,,34.000000:17,8.0,18.0,0.444,3.0,3.0,1.0,10.0,11.0,0.909,0.0,3.0,3.0,2.0,4.0,0.0,1.0,3.0,29.0,6.0
0022401207,1610612758,SAC,Sacramento,1631099,Keegan Murray,Keegan,F,,33.000000:56,7.0,14.0,0.5,3.0,7.0,0.429,1.0,1.0,1.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,18.0,1.0
0022401207,1610612758,SAC,Sacramento,1627734,Domantas Sabonis,Domantas,C,,34.000000:17,11.0,15.0,0.733,1.0,1.0,1.0,9.0,9.0,1.0,6.0,14.0,20.0,3.0,2.0,0.0,1.0,3.0,32.0,6.0
0022401207,1610612758,SAC,Sacramento,1628370,Malik Monk,Malik,G,,34.000000:17,2.0,11.0,0.182,1.0,5.0,0.2,0.0,0.0,0.0,0.0,3.0,3.0,9.0,1.0,1.0,2.0,2.0,5.0,6.0
0022401207,1610612758,SAC,Sacramento,1628368,De'Aaron Fox,De'Aaron,G,,37.000000:26,7.0,20.0,0.35,1.0,6.0,0.167,3.0,4.0,0.75,3.0,4.0,7.0,8.0,1.0,1.0,5.0,2.0,18.0,3.0
0022401207,1610612758,SAC,Sacramento,1628989,Kevin Huerter,Kevin,,,27.000000:47,2.0,10.0,0.2,1.0,8.0,0.125,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,7.0,-3.0
0022401207,1610612758,SAC,Sacramento,1631165,Keon Ellis,Keon,,,19.000000:43,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0
0022401207,1610612758,SAC,Sacramento,1642403,Isaac Jones,Isaac,,,4.000000:46,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0
0022401207,1610612758,SAC,Sacramento,1641732,Colby Jones,Colby,,,4.000000:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0
0022401207,1610612758,SAC,Sacramento,203458,Alex Len,Alex,,,6.000000:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0
0022401207,1610612758,SAC,Sacramento,1631115,Orlando Robinson,Orlando,,,2.000000:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0022401207,1610612758,SAC,Sacramento,203109,Jae Crowder,Jae,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022401207,1610612758,SAC,Sacramento,203926,Doug McDermott,Doug,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022401207,1610612758,SAC,Sacramento,1629162,Jordan McLaughlin,Jordan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022401207,1610612740,NOP,New Orleans,1630530,Trey Murphy III,Trey,F,,39.000000:48,6.0,13.0,0.462,3.0,9.0,0.333,6.0,7.0,0.857,0.0,4.0,4.0,0.0,1.0,0.0,2.0,3.0,21.0,-1.0
0022401207,1610612740,NOP,New Orleans,1630529,Herbert Jones,Herbert,F,,35.000000:24,3.0,10.0,0.3,1.0,4.0,0.25,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,0.0,2.0,3.0,7.0,-5.0
0022401207,1610612740,NOP,New Orleans,1642274,Yves Missi,Yves,C,,30.000000:55,3.0,4.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,11.0,1.0,0.0,1.0,1.0,5.0,7.0,-6.0
0022401207,1610612740,NOP,New Orleans,203468,CJ McCollum,CJ,G,,36.000000:58,14.0,24.0,0.583,6.0,11.0,0.545,2.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,36.0,-4.0
0022401207,1610612740,NOP,New Orleans,1627749,Dejounte Murray,Dejounte,G,,35.000000:10,8.0,19.0,0.421,2.0,7.0,0.286,2.0,2.0,1.0,0.0,7.0,7.0,9.0,1.0,2.0,8.0,2.0,20.0,-6.0
0022401207,1610612740,NOP,New Orleans,1630527,Brandon Boston,Brandon,,,25.000000:39,3.0,9.0,0.333,1.0,4.0,0.25,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,9.0,2.0
0022401207,1610612740,NOP,New Orleans,1631288,Jamal Cain,Jamal,,,15.000000:32,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
0022401207,1610612740,NOP,New Orleans,1628464,Daniel Theis,Daniel,,,14.000000:24,2.0,3.0,0.667,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,7.0,5.0
0022401207,1610612740,NOP,New Orleans,1641810,Antonio Reeves,Antonio,,,3.000000:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
0022401207,1610612740,NOP,New Orleans,1641998,Trey Jemison III,Trey,,,2.000000:41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0
0022401207,1610612740,NOP,New Orleans,1629750,Javonte Green,Javonte,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
0022401207,1610612740,NOP,New Orleans,1641722,Jordan Hawkins,Jordan,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
0022401205,1610612765,DET,Detroit,203501,Tim Hardaway Jr.,Tim,F,,19.000000:10,3.0,6.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,0.0,1.0,2.0,6.0,-8.0
0022401205,1610612765,DET,Detroit,202699,Tobias Harris,Tobias,F,,25.000000:38,4.0,9.0,0.444,1.0,3.0,0.333,0.0,0.0,0.0,1.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,9.0,-14.0
